date,id,question,question_norm,research_tokens,model,prompt_type,forecast,closure_date,end_date,volume_num,liquidity_num,yes_price,no_price,days_to_end,abs_diff,resolution,forecast_mean_prompt,forecast_mean_all,,,,
24/08/2025,541813,Will Carlos Alcaraz win the 2025 US Open?,will carlos alcaraz win the 2025 us open?,8133,deepseek_deepseek_chat_v3_0324_free,Zero-shot,NA,07/09/2025,07/09/2025,19106.78943,19328.803,0.31,0.68,14,NA,1,0.56,0.552,,,,
24/08/2025,541813,Will Carlos Alcaraz win the 2025 US Open?,will carlos alcaraz win the 2025 us open?,8133,deepseek_deepseek_chat_v3_0324_free,CoT,NA,07/09/2025,07/09/2025,19106.78943,19328.803,0.31,0.68,14,NA,1,0.544,0.552,,,,
24/08/2025,541813,Will Carlos Alcaraz win the 2025 US Open?,will carlos alcaraz win the 2025 us open?,8133,deepseek_deepseek_r1_free,Zero-shot,0.4,07/09/2025,07/09/2025,19106.78943,19328.803,0.31,0.68,14,0.09,1,0.56,0.552,,,,
24/08/2025,541813,Will Carlos Alcaraz win the 2025 US Open?,will carlos alcaraz win the 2025 us open?,8133,deepseek_deepseek_r1_free,CoT,0.32,07/09/2025,07/09/2025,19106.78943,19328.803,0.31,0.68,14,0.01,1,0.544,0.552,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,openai_gpt_4o_mini,Zero-shot,0.35,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,0.306,0,0.234,0.234,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,openai_gpt_4o_mini,CoT,0.35,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,0.306,0,0.234,0.234,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,openai_gpt_3_5_turbo_0613,Zero-shot,0.25,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,0.206,0,0.234,0.234,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,openai_gpt_3_5_turbo_0613,CoT,0.25,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,0.206,0,0.234,0.234,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,google_gemma_3_12b_it,Zero-shot,0.18,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,0.136,0,0.234,0.234,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,google_gemma_3_12b_it,CoT,0.18,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,0.136,0,0.234,0.234,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,google_gemma_3_27b_it_free,Zero-shot,0.25,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,0.206,0,0.234,0.234,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,google_gemma_3_27b_it_free,CoT,0.25,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,0.206,0,0.234,0.234,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,deepseek_deepseek_chat_v3_0324_free,Zero-shot,NA,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,NA,0,0.234,0.234,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,deepseek_deepseek_chat_v3_0324_free,CoT,NA,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,NA,0,0.234,0.234,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,deepseek_deepseek_r1_free,Zero-shot,0.14,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,0.096,0,0.234,0.234,,,,
24/08/2025,541812,Will Alexander Zverev win the 2025 US Open?,will alexander zverev win the 2025 us open?,8125,deepseek_deepseek_r1_free,CoT,0.14,07/09/2025,07/09/2025,10157.23146,21065.28253,0.044,0.951,14,0.096,0,0.234,0.234,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,openai_gpt_4o_mini,Zero-shot,0.1,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,0.094,0,0.08,0.08,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,openai_gpt_4o_mini,CoT,0.1,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,0.094,0,0.08,0.08,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,openai_gpt_3_5_turbo_0613,Zero-shot,0.2,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,0.194,0,0.08,0.08,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,openai_gpt_3_5_turbo_0613,CoT,0.2,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,0.194,0,0.08,0.08,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,google_gemma_3_12b_it,Zero-shot,0.05,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,0.044,0,0.08,0.08,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,google_gemma_3_12b_it,CoT,0.05,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,0.044,0,0.08,0.08,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,google_gemma_3_27b_it_free,Zero-shot,0.05,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,0.044,0,0.08,0.08,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,google_gemma_3_27b_it_free,CoT,0.05,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,0.044,0,0.08,0.08,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,deepseek_deepseek_chat_v3_0324_free,Zero-shot,NA,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,NA,0,0.08,0.08,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,deepseek_deepseek_chat_v3_0324_free,CoT,NA,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,NA,0,0.08,0.08,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,deepseek_deepseek_r1_free,Zero-shot,0,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,0.006,0,0.08,0.08,,,,
24/08/2025,539969,Will Kenny Pickett start Week 1 for the Browns?,will kenny pickett start week 1 for the browns?,6057,deepseek_deepseek_r1_free,CoT,0,08/09/2025,08/09/2025,64952.49246,1126.65597,0.006,0.991,15,0.006,0,0.08,0.08,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,openai_gpt_4o_mini,Zero-shot,0.35,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,0.317,0,0.224,0.218181818,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,openai_gpt_4o_mini,CoT,0.35,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,0.317,0,0.213333333,0.218181818,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,openai_gpt_3_5_turbo_0613,Zero-shot,0.4,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,0.367,0,0.224,0.218181818,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,openai_gpt_3_5_turbo_0613,CoT,0.4,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,0.367,0,0.213333333,0.218181818,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,google_gemma_3_12b_it,Zero-shot,0.15,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,0.117,0,0.224,0.218181818,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,google_gemma_3_12b_it,CoT,0.15,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,0.117,0,0.213333333,0.218181818,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,google_gemma_3_27b_it_free,Zero-shot,0.15,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,0.117,0,0.224,0.218181818,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,google_gemma_3_27b_it_free,CoT,0.15,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,0.117,0,0.213333333,0.218181818,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,deepseek_deepseek_chat_v3_0324_free,Zero-shot,NA,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,NA,0,0.224,0.218181818,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,deepseek_deepseek_chat_v3_0324_free,CoT,0.15,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,0.117,0,0.213333333,0.218181818,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,deepseek_deepseek_r1_free,Zero-shot,0.07,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,0.037,0,0.224,0.218181818,,,,
24/08/2025,541824,Will Ben Shelton win the 2025 US Open?,will ben shelton win the 2025 us open?,7349,deepseek_deepseek_r1_free,CoT,0.08,07/09/2025,07/09/2025,11515.69714,18694.27109,0.033,0.963,14,0.047,0,0.213333333,0.218181818,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,openai_gpt_4o_mini,Zero-shot,0.6,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,0.595,0,0.45,0.435,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,openai_gpt_4o_mini,CoT,0.6,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,0.595,0,0.42,0.435,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,openai_gpt_3_5_turbo_0613,Zero-shot,0.6,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,0.595,0,0.45,0.435,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,openai_gpt_3_5_turbo_0613,CoT,0.4,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,0.395,0,0.42,0.435,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,google_gemma_3_12b_it,Zero-shot,0.4,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,0.395,0,0.45,0.435,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,google_gemma_3_12b_it,CoT,0.45,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,0.445,0,0.42,0.435,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,google_gemma_3_27b_it_free,Zero-shot,0.35,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,0.345,0,0.45,0.435,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,google_gemma_3_27b_it_free,CoT,0.35,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,0.345,0,0.42,0.435,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,deepseek_deepseek_chat_v3_0324_free,Zero-shot,NA,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,NA,0,0.45,0.435,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,deepseek_deepseek_chat_v3_0324_free,CoT,NA,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,NA,0,0.42,0.435,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,deepseek_deepseek_r1_free,Zero-shot,0.3,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,0.295,0,0.45,0.435,,,,
24/08/2025,549999,Will Trump visit China before September?,will trump visit china before september?,8634,deepseek_deepseek_r1_free,CoT,0.3,31/08/2025,31/08/2025,68392.49418,6246.46421,0.005,0.994,7,0.295,0,0.42,0.435,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,openai_gpt_4o_mini,Zero-shot,0.2,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,0.194,0,0.27,0.248,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,openai_gpt_4o_mini,CoT,0.2,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,0.194,0,0.226,0.248,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,openai_gpt_3_5_turbo_0613,Zero-shot,0.4,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,0.394,0,0.27,0.248,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,openai_gpt_3_5_turbo_0613,CoT,0.25,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,0.244,0,0.226,0.248,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,google_gemma_3_12b_it,Zero-shot,0.25,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,0.244,0,0.27,0.248,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,google_gemma_3_12b_it,CoT,0.25,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,0.244,0,0.226,0.248,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,google_gemma_3_27b_it_free,Zero-shot,0.25,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,0.244,0,0.27,0.248,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,google_gemma_3_27b_it_free,CoT,0.25,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,0.244,0,0.226,0.248,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,deepseek_deepseek_chat_v3_0324_free,Zero-shot,NA,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,NA,0,0.27,0.248,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,deepseek_deepseek_chat_v3_0324_free,CoT,NA,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,NA,0,0.226,0.248,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,deepseek_deepseek_r1_free,Zero-shot,0.25,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,0.244,0,0.27,0.248,,,,
24/08/2025,559051,US-Iran nuclear deal before September?,us-iran nuclear deal before september?,10411,deepseek_deepseek_r1_free,CoT,0.18,31/08/2025,31/08/2025,53705.15398,20925.1367,0.006,0.99,7,0.174,0,0.226,0.248,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,openai_gpt_4o_mini,Zero-shot,0.4,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,0.393,0,0.3,0.3,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,openai_gpt_4o_mini,CoT,0.4,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,0.393,0,0.3,0.3,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,openai_gpt_3_5_turbo_0613,Zero-shot,0.4,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,0.393,0,0.3,0.3,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,openai_gpt_3_5_turbo_0613,CoT,0.4,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,0.393,0,0.3,0.3,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,google_gemma_3_12b_it,Zero-shot,0.2,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,0.193,0,0.3,0.3,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,google_gemma_3_12b_it,CoT,0.25,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,0.243,0,0.3,0.3,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,google_gemma_3_27b_it_free,Zero-shot,0.25,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,0.243,0,0.3,0.3,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,google_gemma_3_27b_it_free,CoT,0.25,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,0.243,0,0.3,0.3,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,deepseek_deepseek_chat_v3_0324_free,Zero-shot,NA,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,NA,0,0.3,0.3,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,deepseek_deepseek_chat_v3_0324_free,CoT,NA,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,NA,0,0.3,0.3,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,deepseek_deepseek_r1_free,Zero-shot,0.25,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,0.243,0,0.3,0.3,,,,
24/08/2025,564322,Will What We Do in the Shadows win the Emmy for Outstanding Comedy Series?,will what we do in the shadows win the emmy for outstanding comedy series?,6640,deepseek_deepseek_r1_free,CoT,0.2,14/09/2025,14/09/2025,12292.22336,20661.40923,0.007,0.992,21,0.193,0,0.3,0.3,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,openai_gpt_4o_mini,Zero-shot,0.75,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,0.746,0,0.76,0.76,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,openai_gpt_4o_mini,CoT,0.75,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,0.746,0,0.76,0.76,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,openai_gpt_3_5_turbo_0613,Zero-shot,0.8,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,0.796,0,0.76,0.76,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,openai_gpt_3_5_turbo_0613,CoT,0.7,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,0.696,0,0.76,0.76,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,google_gemma_3_12b_it,Zero-shot,0.75,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,0.746,0,0.76,0.76,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,google_gemma_3_12b_it,CoT,0.75,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,0.746,0,0.76,0.76,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,google_gemma_3_27b_it_free,Zero-shot,0.75,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,0.746,0,0.76,0.76,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,google_gemma_3_27b_it_free,CoT,0.75,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,0.746,0,0.76,0.76,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,deepseek_deepseek_chat_v3_0324_free,Zero-shot,NA,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,NA,0,0.76,0.76,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,deepseek_deepseek_chat_v3_0324_free,CoT,NA,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,NA,0,0.76,0.76,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,deepseek_deepseek_r1_free,Zero-shot,0.75,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,0.746,0,0.76,0.76,,,,
24/08/2025,517233,Will Aaron Rodgers retire?,will aaron rodgers retire?,5504,deepseek_deepseek_r1_free,CoT,0.85,04/09/2025,04/09/2025,204991.0013,2959.60819,0.004,0.984,11,0.846,0,0.76,0.76,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,openai_gpt_4o_mini,Zero-shot,0.65,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,0.635,0,0.58,0.56,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,openai_gpt_4o_mini,CoT,0.65,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,0.635,0,0.54,0.56,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,openai_gpt_3_5_turbo_0613,Zero-shot,0.8,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,0.785,0,0.58,0.56,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,openai_gpt_3_5_turbo_0613,CoT,0.75,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,0.735,0,0.54,0.56,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,google_gemma_3_12b_it,Zero-shot,0.25,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,0.235,0,0.58,0.56,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,google_gemma_3_12b_it,CoT,0.25,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,0.235,0,0.54,0.56,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,google_gemma_3_27b_it_free,Zero-shot,0.65,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,0.635,0,0.58,0.56,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,google_gemma_3_27b_it_free,CoT,0.65,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,0.635,0,0.54,0.56,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,deepseek_deepseek_chat_v3_0324_free,Zero-shot,NA,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,NA,0,0.58,0.56,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,deepseek_deepseek_chat_v3_0324_free,CoT,NA,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,NA,0,0.54,0.56,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,deepseek_deepseek_r1_free,Zero-shot,0.55,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,0.535,0,0.58,0.56,,,,
24/08/2025,522895,Will Russia capture Kupiansk by August 31?,will russia capture kupiansk by august 31?,7909,deepseek_deepseek_r1_free,CoT,0.4,31/08/2025,31/08/2025,403787.1848,11024.18556,0.015,0.979,7,0.385,0,0.54,0.56,,,,
24/08/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,10326,openai_gpt_4o_mini,Zero-shot,0.35,08/09/2025,08/09/2025,137984.2431,24509.3108,0.79,0.19,15,0.44,1,0.41,0.422727273,,,,
24/08/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,10326,openai_gpt_4o_mini,CoT,0.35,08/09/2025,08/09/2025,137984.2431,24509.3108,0.79,0.19,15,0.44,1,0.433333333,0.422727273,,,,
24/08/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,10326,openai_gpt_3_5_turbo_0613,Zero-shot,0.4,08/09/2025,08/09/2025,137984.2431,24509.3108,0.79,0.19,15,0.39,1,0.41,0.422727273,,,,
24/08/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,10326,openai_gpt_3_5_turbo_0613,CoT,0.4,08/09/2025,08/09/2025,137984.2431,24509.3108,0.79,0.19,15,0.39,1,0.433333333,0.422727273,,,,
24/08/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,10326,google_gemma_3_12b_it,Zero-shot,0.4,08/09/2025,08/09/2025,137984.2431,24509.3108,0.79,0.19,15,0.39,1,0.41,0.422727273,,,,
24/08/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,10326,google_gemma_3_12b_it,CoT,0.45,08/09/2025,08/09/2025,137984.2431,24509.3108,0.79,0.19,15,0.34,1,0.433333333,0.422727273,,,,
24/08/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,10326,google_gemma_3_27b_it_free,Zero-shot,0.45,08/09/2025,08/09/2025,137984.2431,24509.3108,0.79,0.19,15,0.34,1,0.41,0.422727273,,,,
